idx,text,orig_label,orig_label_id,orig_conf_max,p_orig_class_before,top_ig_tokens,masked_text,masked_label,masked_conf_max,p_orig_class_after,fidelity_drop,fidelity_drop_maxconf
77,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,1,0.9991359114646912,0.9991359114646912,"is, a, with, ,, ,",Incap headquartered in Oulu Finland electronics contract manufacturer some 750 employees in Finland Estonia and India.,neutral,0.9985585808753967,0.9985585808753967,0.0005773305892944336,0.0005773305892944336
78,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive,2,0.9987855553627014,0.9987855553627014,"increase, profit, a, net, quarter","Global sports equipment maker Amer Sports Corp., whose brands include Atomic, Salomon and Wilson, saw 64 percent in third- to EURO 47.4 million $ 65 million on strong sales and cost cuts.",positive,0.911846935749054,0.911846935749054,0.08693861961364746,0.08693861961364746
79,"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,1,0.9991719722747803,0.9991719722747803,"spread, be, 2011, ,, will",The money mainly over and 2012 the company said.,neutral,0.9992061257362366,0.9992061257362366,-3.415346145629883e-05,-3.415346145629883e-05
80,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,2,0.9976971745491028,0.9976971745491028,"sufficient, enable, these, line, ensure","financing arrangements will the company to, in with its treasury policy, that it has financial instruments at its disposal for its potential capital requirements.",neutral,0.9991391897201538,0.0004330501542426646,0.9972641243948601,-0.0014420151710510254
81,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,1,0.9989516735076904,0.9989516735076904,"of, of, and, and, includes","Teleste 's hybrid TV solution components for the whole process delivering video services to consumers from content acquisition service creation to delivery through a range access solutions, including HFC ( hybrid fibre-coaxial ), xDSL, EttH, FttH.",neutral,0.9990947246551514,0.9990947246551514,-0.0001430511474609375,-0.0001430511474609375
82,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative,0,0.9985370635986328,0.9985370635986328,"loss, profit, slipped, net, net","ADPnews - Jul 17, 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL: RTRKS said today it to a of EUR 184 million USD 259.7 m for the first half of 2009 from a of EUR 2",positive,0.9973124265670776,0.0023927714210003614,0.9961442921776325,0.0012246370315551758
83,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,2,0.9990655779838562,0.9990655779838562,"from, to, rose, r, in",Operating profit EUR 13.1 mn EUR 8.7 mn the corresponding period 2007 representing 7.7 % of net sales.,neutral,0.9980921149253845,0.0005161004373803735,0.9985494775464758,0.0009734630584716797
84,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,1,0.9990400671958923,0.9990400671958923,"and, as, households, ,, catering",The company serves customers in various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well.,neutral,0.9992017149925232,0.9992017149925232,-0.00016164779663085938,-0.00016164779663085938
85,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,1,0.9988981485366821,0.9988981485366821,"., weight, ', `, broker","The started UPM-Kymmene, Stora Enso and Sappi with equal- recommendations and Holmen and Norske Skog with underweight ratings",neutral,0.998893678188324,0.998893678188324,4.470348358154297e-06,4.470348358154297e-06
86,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,1,0.9987356066703796,0.9987356066703796,"status, is, ., ., of","The reason for this St Petersburg as a capital, one the participants in the meeting quoted Chikunov as saying",neutral,0.9990290403366089,0.9990290403366089,-0.00029343366622924805,-0.00029343366622924805
87,"Its annual capacity is some 10,000 MW .",neutral,1,0.9990760087966919,0.9990760087966919,"is, annual, 10, ,, .",Its capacity some 000 MW,neutral,0.998956561088562,0.998956561088562,0.00011944770812988281,0.00011944770812988281
88,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,1,0.9991269707679749,0.9991269707679749,"and, by, invention, relates, to",According an posted the World Intellectual Property Organization: `` The present hydrocarbons particularly the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels as blending stocks for aviation fuels.,neutral,0.9992164373397827,0.9992164373397827,-8.946657180786133e-05,-8.946657180786133e-05
89,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,0,0.998537540435791,0.998537540435791,"decrease, a, from, %, in","Food sales totalled EUR 323.5 mn October 2009, representing of 5.5 October 2008.",neutral,0.9985595345497131,0.0007079591159708798,0.9978295813198201,-2.199411392211914e-05
90,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,2,0.999054491519928,0.999054491519928,"rose, sales, %, to, net","In the reporting period, by 8 year-on-year EUR64.3 m, due the business acquisitions realized during the first half of 2008-09, the effect of which was EUR10.9 m in the review period.",neutral,0.9959186911582947,0.0007237109239213169,0.9983307805960067,0.0031358003616333008
91,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,1,0.999228835105896,0.999228835105896,"organized, comprises, different, will, .","The order four ball mills, which be in two streams for treating ore in the Pilanesberg platinum mine",neutral,0.9988943934440613,0.9988943934440613,0.0003344416618347168,0.0003344416618347168
92,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,1,0.9991938471794128,0.9991938471794128,"., ,, be, e, will",The manufacture of CPPs undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli near Mumbai,neutral,0.9991338849067688,0.9991338849067688,5.996227264404297e-05,5.996227264404297e-05
93,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,1,0.9988527297973633,0.9988527297973633,"2009, ,, be, 2010, at",In Sanoma Magazines expects net sales to the level.,neutral,0.9791216254234314,0.9791216254234314,0.019731104373931885,0.019731104373931885
94,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,1,0.9984678626060486,0.9984678626060486,"repeating, opinion, however, n, the","Tyrv+ñinen is of that airline has been this for some time already,.",neutral,0.9990178346633911,0.9990178346633911,-0.0005499720573425293,-0.0005499720573425293
95,"The approximately 20,000 dwt vessel has been ordered from India .",neutral,1,0.9991752505302429,0.9991752505302429,"., from, been, ordered, the","approximately 20,000 dwt vessel has India",neutral,0.9991058707237244,0.9991058707237244,6.937980651855469e-05,6.937980651855469e-05
96,Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral,1,0.9991822838783264,0.9991822838783264,"has, ., approximately, in, polis",Technopolis 130 customer companies Jyvaskyla,neutral,0.9988756775856018,0.9988756775856018,0.0003066062927246094,0.0003066062927246094
97,Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,1,0.9987390637397766,0.9987390637397766,"of, two, ., vi, '",Almost thirds Olvi s net sales come from outside Finland,neutral,0.9987779259681702,0.9987779259681702,-3.886222839355469e-05,-3.886222839355469e-05
98,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,1,0.9990713596343994,0.9990713596343994,"o, now, and, the, which","Quartal Oy owns 2,094,063 shares in Satama Interactive Plc, represents 5,19 per cent of share capital voting rights.",neutral,0.9990691542625427,0.9990691542625427,2.205371856689453e-06,2.205371856689453e-06
99,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,1,0.9991114735603333,0.9991114735603333,"consists, of, ,, in, and",Founded 1985 Quatrocon 's clientele public sector builders central trading companies major construction firms.,neutral,0.9990890026092529,0.9990890026092529,2.2470951080322266e-05,2.2470951080322266e-05
100,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,2,0.999066174030304,0.999066174030304,"rose, to, by, ., %",- Operating profit 269 EUR 1058 ( 834 ) million,neutral,0.9981417655944824,0.0005177372368052602,0.9985484367934987,0.0009244084358215332
101,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,2,0.5936223268508911,0.5936223268508911,"relatively, levels, remain, sales, good","However, volumes in the food industry are expected to at in Finland and in Scandinavia, Atria said.",neutral,0.9974712133407593,0.0005073979264125228,0.5931149289244786,-0.40384888648986816
102,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,0,0.9982556700706482,0.9982556700706482,"loss, total, compared, operating, eu","totalled EUR 4.0 mn, to a profit of EUR 8.6 mn in the second quarter of 2008.",positive,0.727400004863739,0.15727949142456055,0.8409761786460876,0.2708556652069092
103,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral,1,0.9981549382209778,0.9981549382209778,"fun, ., would, fishing, players","With five different game modes, co-op tournaments, 4 player split-screen and multiplayer modes, can have as much as they if they were actually",neutral,0.9989702701568604,0.9989702701568604,-0.0008153319358825684,-0.0008153319358825684
104,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,negative,0,0.9409728050231934,0.9409728050231934,"reduction, significant, %, moderate, a",These but changes resulted in 24-32 in the estimated CVD risk.,neutral,0.9946914315223694,0.00410349341109395,0.9368693116120994,-0.053718626499176025
105,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral,1,0.999098539352417,0.999098539352417,"., and, in, over, mainly",Amanda Capital has investments 22 private equity funds 200 unquoted companies Europe,neutral,0.9990206956863403,0.9990206956863403,7.784366607666016e-05,7.784366607666016e-05
106,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,0,0.9985930323600769,0.9985930323600769,"decreased, decreased, by, sales, sales","in Finland 2.0 %, and international 9.3 % in terms of euros, and 15.1 % in terms of local currencies.",neutral,0.9986143112182617,0.0008925260626710951,0.9977005062974058,-2.1278858184814453e-05
107,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,2,0.9990411400794983,0.9990411400794983,"rose, from, to, ., .",Last year 's net sales EUR 683 million EUR 622 million,neutral,0.9986549615859985,0.0006462226738221943,0.9983949174056761,0.00038617849349975586
108,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,0,0.9984130859375,0.9984130859375,"loss, total, company, eu, the","In Q1 of 2009, 's operating totalled EUR 0.3 mn, compared to a profit of EUR 3.6 mn in Q1 of 2008.",positive,0.9754931330680847,0.024175914004445076,0.9742371719330549,0.022919952869415283
109,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",positive,2,0.9990195035934448,0.9990195035934448,"up, from, to, ,, loss",Earnings per share ( EPS ) amounted EUR0.98 the of EUR0.02.,neutral,0.9970952272415161,0.001857000170275569,0.9971625034231693,0.001924276351928711
110,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive,2,0.9974188804626465,0.9974188804626465,"higher, ., ,, to, net",Favourable currency rates also contributed sales '' CEO Kari Kauniskangas said,positive,0.9972987771034241,0.9972987771034241,0.00012010335922241211,0.00012010335922241211
111,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,0,0.9982012510299683,0.9982012510299683,"negative, compared, eu, was, .","Net cash flow from operating activities a EUR 31 mn, to EUR 233 mn in the corresponding period in 2009",positive,0.8739712238311768,0.08223246783018112,0.9159687831997871,0.1242300271987915
112,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,1,0.9989681243896484,0.9989681243896484,"2002, ,, is, ,, ,",Steek which was set up in based in Bordeaux southwestern France.,neutral,0.9991835951805115,0.9991835951805115,-0.0002154707908630371,-0.0002154707908630371
113,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,2,0.9990416169166565,0.9990416169166565,"rose, to, from, ., from",Cash flow operations EUR 527 mn EUR 156 mn in 2007,neutral,0.9990274906158447,0.00044071755837649107,0.99860089935828,1.4126300811767578e-05
114,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,1,0.9986937642097473,0.9986937642097473,"at, approved, the, the, mun","Annual General Meeting that yearly remuneration for members of Board of Directors shall remain EUR 40.000 for Chairman of Board, EUR 30.000 for Deputy Chairman of Board and EUR 20.000 for other members of Board.",neutral,0.998862624168396,0.998862624168396,-0.00016885995864868164,-0.00016885995864868164
115,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',positive,2,0.9937606453895569,0.9937606453895569,"field, activity, higher, developments, partly",`` These reflect the government 's in the of dividend policy. '',neutral,0.9987693428993225,0.00048499443801119924,0.9932756509515457,-0.005008697509765625
116,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral,1,0.8106458783149719,0.8106458783149719,"increase, tama, following, this, m","Huhtamaki 's registered share capital is EUR360.62 and the number of shares outstanding is 106,063,320.",neutral,0.9992560744285583,0.9992560744285583,-0.18861019611358643,-0.18861019611358643
117,"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,2,0.9975802898406982,0.9975802898406982,"better, has, true, seen, a","The brokerage said 2006 ` turning point ' in European steel base prices, with pricing carrying through the second quarter of 2006.",positive,0.9951120018959045,0.9951120018959045,0.002468287944793701,0.002468287944793701
118,Viking Line manages well with its current ferries .,positive,2,0.9925220608711243,0.9925220608711243,"well, current, line, with, .",Viking manages its ferries,neutral,0.9988670349121094,0.0005345912068150938,0.9919874696643092,-0.006344974040985107
119,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,0,0.9984093308448792,0.9984093308448792,"down, to, from, slightly, went",Finnish metal products company Componenta Oyj net profit 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007.,neutral,0.998503565788269,0.0008968649781309068,0.9975124658667482,-9.423494338989258e-05
120,"The total investment necessary will be EUR40m , the company estimated .",neutral,1,0.999159574508667,0.999159574508667,"be, ., company, will, ,",The total investment necessary EUR40m the estimated,neutral,0.9991492033004761,0.9991492033004761,1.0371208190917969e-05,1.0371208190917969e-05
121,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,1,0.9991661310195923,0.9991661310195923,"be, will, live, on, www",An audio webcast available and archived Cerner 's Web site at.cerner.com.,neutral,0.9992144107818604,0.9992144107818604,-4.8279762268066406e-05,-4.8279762268066406e-05
122,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,1,0.9984789490699768,0.9984789490699768,"economic, tried, to, doing, rs",Mursula said they gather macro- perspective see how Malaysia was.,neutral,0.9989149570465088,0.9989149570465088,-0.0004360079765319824,-0.0004360079765319824
123,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,2,0.9990413784980774,0.9990413784980774,"from, up, ., led, .","Operating profit totalled EUR 830 mn, EUR 235 mn year-on-year",neutral,0.9797995686531067,0.01187265943735838,0.987168719060719,0.019241809844970703
124,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,2,0.9990326166152954,0.9990326166152954,"increased, compared, period, ., by","Both operating profit and net sales for the nine-month, respectively 266 % and 34 %, as to the corresponding in 2006",neutral,0.9983507394790649,0.0007613693014718592,0.9982712473138236,0.0006818771362304688
125,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral,1,0.999030351638794,0.999030351638794,"is, ne, stock, bought, of","The 10,000-odd square metre plot that Stockmann has for the Nevsky Center shopping center located on Nevsky Prospect, St Petersburg 's high street, next to the Vosstaniya Square underground station, in the immediate vicinity Moscow Station.",neutral,0.999235987663269,0.999235987663269,-0.00020563602447509766,-0.00020563602447509766
126,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,1,0.9985848665237427,0.9985848665237427,"not, has, indicated, ', consolidation",UPM-Kymmene said its ` any interest in any domestic consolidations.,neutral,0.9989005327224731,0.9989005327224731,-0.00031566619873046875,-0.00031566619873046875
127,Profit after taxes totaled EUR 12.1 mn .,neutral,1,0.9927119016647339,0.9927119016647339,"totaled, profit, after, r, 1",taxes EUR 12. mn.,neutral,0.9989603757858276,0.9989603757858276,-0.00624847412109375,-0.00624847412109375
128,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,1,0.9988476037979126,0.9988476037979126,"will, ,, succeed, ., decided",She Krister Kylas who has to leave TeliaSonera,neutral,0.998040497303009,0.998040497303009,0.0008071064949035645,0.0008071064949035645
129,In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,1,0.9989450573921204,0.9989450573921204,"m, 2007, of, 5, pl",In Etteplan reported a turnover EUR125.2.,neutral,0.9988859295845032,0.9988859295845032,5.91278076171875e-05,5.91278076171875e-05
130,A 2001 agreement expired earlier this month .,neutral,1,0.9985700845718384,0.9985700845718384,"expired, this, a, month, 2001",agreement earlier.,neutral,0.9987421631813049,0.9987421631813049,-0.00017207860946655273,-0.00017207860946655273
131,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,0,0.9986246824264526,0.9986246824264526,"fell, profit, to, 24, 15",Operating EUR.1 mn from EUR.6 mn in 2006.,negative,0.8324434161186218,0.8324434161186218,0.1661812663078308,0.1661812663078308
132,Marimekko is considering further measures in the matter .,neutral,1,0.9987238049507141,0.9987238049507141,"matter, is, measures, further, considering",Marimekko in the.,neutral,0.9955223798751831,0.9955223798751831,0.003201425075531006,0.003201425075531006
133,All depends on financing .,neutral,1,0.9985613226890564,0.9985613226890564,"all, depends, financing, ., on",,neutral,0.911728024482727,0.911728024482727,0.08683329820632935,0.08683329820632935
134,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,1,0.9991356730461121,0.9991356730461121,"of, stock, were, 1, stock","A total,800,000 options issued in the 2003 option scheme.",neutral,0.9990997314453125,0.9990997314453125,3.594160079956055e-05,3.594160079956055e-05
135,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,1,0.9991165995597839,0.9991165995597839,"represent, share, %, 5, now",ABN: 59 087 901 620.10 of the voting rights and capital of Citycon Oyj.,neutral,0.9992096424102783,0.9992096424102783,-9.304285049438477e-05,-9.304285049438477e-05
136,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,1,0.9990573525428772,0.9990573525428772,"part, and, of, russia, of","The development the technological park, which will specialize in telecommunications information technologies, is the state program for the formation technoparks for hi-tech sectors in.",neutral,0.9991540908813477,0.9991540908813477,-9.673833847045898e-05,-9.673833847045898e-05
137,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,1,0.9990917444229126,0.9990917444229126,"operates, ., and, and, district",The company power plants in the Tyumen Chelyabinsk regions in the Khanty-Mansi Autonomous,neutral,0.9989240765571594,0.9989240765571594,0.00016766786575317383,0.00016766786575317383
138,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral,1,0.9990899562835693,0.9990899562835693,"., -, and, consists, portfolio",The company 's equipment rental primarily of tools for small midsized customers in the construction industry,neutral,0.9991633892059326,0.9991633892059326,-7.343292236328125e-05,-7.343292236328125e-05
139,The building will house product development and test laboratories .,neutral,1,0.9991554021835327,0.9991554021835327,"and, laboratories, product, building, test",The will house development.,neutral,0.9991717338562012,0.9991717338562012,-1.633167266845703e-05,-1.633167266845703e-05
140,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,0,0.9965903759002686,0.9965903759002686,"loss, net, versus, net, swung","In the third quarter of fiscal 2008 Efore to a of EUR 400,000 a profit of EUR 200,000 for the corresponding period of fiscal 2007.",neutral,0.92024827003479,0.0049529653042554855,0.9916374105960131,0.07634210586547852
141,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,1,0.9989584684371948,0.9989584684371948,"gradually, be, closed, be, and","In the Czech Republic, the smaller profiling unit at Ostrava will the machinery will relocated to Ruukki 's bigger plants in Hungary, Poland Romania by the end of the first quarter of 2009.",neutral,0.9990172386169434,0.9990172386169434,-5.8770179748535156e-05,-5.8770179748535156e-05
142,"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,1,0.9906010627746582,0.9906010627746582,"gradually, 2010, %, end, reach","The repo rate will 2 at the of, according to Nordea 's Economic Outlook.",neutral,0.9984856247901917,0.9984856247901917,-0.007884562015533447,-0.007884562015533447
143,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive,2,0.9988652467727661,0.9988652467727661,"increase, positive, the, ., operating","For current year, Raute expects its net sales to and result -- to be",neutral,0.9956095814704895,0.0034732709173113108,0.9953919758554548,0.0032556653022766113
144,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,0,0.9985716342926025,0.9985716342926025,"decreased, from, %, profit, to",Consolidated pretax by 69.2 EUR 41.0 mn EUR 133.1 mn in 2007.,neutral,0.9865701794624329,0.012073417194187641,0.9864982170984149,0.012001454830169678
145,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral,1,0.9991218447685242,0.9991218447685242,"be, and, of, date, of",Aldata said that there are still a number operational aspects to defined between it Microsoft further details the product market initiatives resulting from this agreement will available at a later.,neutral,0.9991280436515808,0.9991280436515808,-6.198883056640625e-06,-6.198883056640625e-06
146,The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,2,0.9990130662918091,0.9990130662918091,"increase, considerably, current, ., reserves",The soapstone deposits in the Medvezhyegorsk area are expected to Tulikivi 's,neutral,0.9990119934082031,0.0005619123694486916,0.9984511539223604,1.0728836059570312e-06
147,The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,1,0.9980105757713318,0.9980105757713318,"continued, the, a, antibody, human",company development of fully in its VAP-1 program.,neutral,0.999187171459198,0.999187171459198,-0.001176595687866211,-0.001176595687866211
148,"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,1,0.9991757273674011,0.9991757273674011,"is, is, market, ted, total","The maximum obligated trades per day ISK 400,000,000 value.",neutral,0.9991647005081177,0.9991647005081177,1.1026859283447266e-05,1.1026859283447266e-05
149,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral,1,0.9990045428276062,0.9990045428276062,"addition, of, be, will, dem","Following the demerger, the vice president the group 's pharmaceutical trade in Finland, Jukka Niemi, appointed managing director Oriola in to his current responsibilities.",neutral,0.9986687898635864,0.9986687898635864,0.0003357529640197754,0.0003357529640197754
150,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,2,0.9990377426147461,0.9990377426147461,"increased, compared, from, sales, period","Both operating profit and net for the six-month, respectively EUR7.5 m and EUR655.5 m, as to the corresponding in 2005.",neutral,0.9974706172943115,0.0014362978981807828,0.9976014447165653,0.0015671253204345703
151,"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,1,0.9990629553794861,0.9990629553794861,"were, was, ., and, /","- The Group -¦ s sales during the period EUR 316 million EUR 366 million, 1-62007 profit before taxes EUR 02 13 million",neutral,0.999103844165802,0.999103844165802,-4.088878631591797e-05,-4.088878631591797e-05
152,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,1,0.999043881893158,0.999043881893158,"are, made, ., ', %","In volume, the focus is already outside Finland, as 60 of the group s products in Poland and the Baltic countries",neutral,0.9990625977516174,0.9990625977516174,-1.8715858459472656e-05,-1.8715858459472656e-05
153,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,2,0.9979605674743652,0.9979605674743652,"compared, to, loss, of, total","Pretax profit totalled EUR 2.0 mn, a EUR 159.2 mn in the fourth quarter 2008.",neutral,0.8530311584472656,0.10329727828502655,0.8946632891893387,0.1449294090270996
154,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral,1,0.9991936087608337,0.9991936087608337,"are, ,, in, biggest, and",Berling Capital Umo Capital Veikko Laine the shareholders Amanda Capital.,neutral,0.9992231130599976,0.9992231130599976,-2.950429916381836e-05,-2.950429916381836e-05
155,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,1,0.998908519744873,0.998908519744873,"divide, ., be, will, a","The company 's board of directors propose dividend of EUR 095 per share for 2008 at the annual general meeting, scheduled to held on March 23, 2009",neutral,0.9990108013153076,0.9990108013153076,-0.00010228157043457031,-0.00010228157043457031
156,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,1,0.9989721775054932,0.9989721775054932,"pre, and, net, profit, of",The company had sales EUR 19.8 mn a -tax EUR 1.8 mn in 2005.,neutral,0.9990023970603943,0.9990023970603943,-3.0219554901123047e-05,-3.0219554901123047e-05
157,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,2,0.9990376234054565,0.9990376234054565,"increased, from, period, compared, .","Both operating profit and net sales for the 12-month, respectively EUR4 7 m and EUR26 7 m, as to 2004",neutral,0.9986106157302856,0.0007295424584299326,0.9983080809470266,0.00042700767517089844
158,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,0,0.9985989928245544,0.9985989928245544,"down, from, ,, profit, the",for period totalled EUR 0.8 mn EUR 1.1 mn in corresponding period in 2008.,neutral,0.9990537762641907,0.0004290318756829947,0.9981699609488714,-0.00045478343963623047
159,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2,0.9988749623298645,0.9988749623298645,"won, a, expansion, order, $","Finnish telecoms software developer Tecnomen Oyj said on December 5, 2006 it 3.3 mln ( 2.5 mln euro ) to supply an of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom.",neutral,0.9986139535903931,0.0009335890645161271,0.9979413732653484,0.00026100873947143555
